epoch,train_loss,val_loss,val_next_token_acc,test_final_word_acc
1,4.6190033282263805,4.531637080664773,,
2,3.9581937385817705,3.501123363531909,,
3,3.038793244604337,2.827612557457489,,
4,2.5419794664544573,2.4984361060614724,,
5,2.2531477960489563,2.3080061847723803,,
6,2.094243845697177,2.1961921812261194,,
7,1.9876959748187308,2.095967862212542,,
8,1.8965700602127333,2.020825217071089,,
9,1.8267222521668773,1.9583124269559546,,
10,1.7773671130002555,1.9076460252687768,0.4557373345700734,0.0
11,1.7235142396668257,1.8729013528638674,,
12,1.6994352320493278,1.842435400462845,,
13,1.6627710552538855,1.8154106545216828,,
14,1.6371284804101718,1.7975653803464278,,
15,1.616773504321858,1.7735440893080627,,
16,1.598914795002695,1.7624689595213214,,
17,1.5772640705108643,1.7415135473880954,,
18,1.5614926128064173,1.7372630985037794,,
19,1.5486855628126759,1.72263107369247,,
20,1.536271646871405,1.7098419018162108,0.5111611411796205,0.00038812342324859306
21,1.5164483199685306,1.7038580445409979,,
22,1.503652782763465,1.6913697800589997,,
23,1.4865151057809085,1.6740484851077921,,
24,1.4842779151463912,1.6738987975907558,,
25,1.4659225011275987,1.6563274652055167,,
26,1.4567888267969682,1.6578414417007594,,
27,1.4498040595297086,1.6385156356015251,,
28,1.4422080658249936,1.6381991048461024,,
29,1.4369604567349967,1.625534095810455,,
30,1.4255319470066135,1.6209465670354157,0.5410873431762546,0.0
31,1.4162738949565563,1.618321157196193,,
32,1.4014015803902835,1.6048346584283033,,
33,1.3928304324715823,1.5952095001646616,,
34,1.389902981661134,1.5819830801880475,,
35,1.381413869938608,1.5928547197175258,,
36,1.3763879173893039,1.5826566230903552,,
37,1.3691943075697302,1.583062366374488,,
38,1.36458674527831,1.57352307004836,,
39,1.3616486060417305,1.5666967445206874,,
40,1.3490253545470157,1.5679286579483922,0.5613405561505508,0.00038812342324859306
41,1.3492073244967704,1.5601656344330426,,
42,1.346297767202733,1.5631779235543557,,
43,1.336885929107666,1.5539543941182998,,
44,1.3327256077426974,1.544844568354412,,
45,1.3345637765981384,1.5459060379602376,,
46,1.3208052970595279,1.5378882861831813,,
47,1.3145411337836315,1.5349094219578123,,
48,1.3124715655536976,1.5354590577986633,,
49,1.3067384028838853,1.5291789677536602,,
50,1.3063570947970373,1.5353761274837754,0.5711587744798041,0.00038812342324859306
51,1.299047272084123,1.5249549358793832,,
52,1.2989361205343473,1.5258310061056637,,
53,1.299304196390055,1.521141205019164,,
54,1.2941583859718453,1.5142771005630493,,
55,1.2855125685869637,1.5114504758594105,,
56,1.2910050800291157,1.5091017600402092,,
57,1.2807414632732586,1.5093160566774386,,
58,1.28443314059306,1.5103774579983313,,
59,1.2775072344278886,1.5047416571274543,,
60,1.2743855128854007,1.4965351264453628,0.580958465613525,0.00038812342324859306
61,1.275684496103707,1.497091365092009,,
62,1.2745816727816048,1.5005151230154685,,
63,1.274127404568559,1.498640784939516,,
64,1.2692604650885373,1.4974677146059796,,
65,1.2597599777124695,1.495893748061171,,
66,1.251766954438161,1.489445988414357,,
67,1.256510732537609,1.4866903221722945,,
68,1.259304319397878,1.4813558789132868,,
69,1.2525674852274231,1.4880844782857061,,
70,1.255645267033981,1.4832431749232764,0.5860128040850673,0.00038812342324859306
71,1.258233298689632,1.4767466227985122,,
72,1.2471715151253393,1.4765624247708367,,
73,1.2535538612785986,1.4727671146392822,,
74,1.239653678263648,1.4722174186151005,,
75,1.2471407571081388,1.4689262839196955,,
76,1.2387483099759635,1.4619595379505343,,
77,1.2428102917590385,1.4708106969166728,,
78,1.2310321593688707,1.4689460518290696,,
79,1.229219899339191,1.4697786708479945,,
80,1.234619714445987,1.4617098836065496,0.5918470777233782,0.0
81,1.2327360803798093,1.459823236882108,,
82,1.2380454863532115,1.458030181023681,,
83,1.2266965316513838,1.4539518610945026,,
84,1.2272433628470212,1.4545719947629763,,
85,1.221441099199198,1.4576690162269814,,
86,1.2252723099821705,1.4522198554381585,,
87,1.224873498334723,1.4475337729870694,,
88,1.2174622224549116,1.4496818167492025,,
89,1.2212992805545613,1.4529829939592231,,
90,1.221730715137417,1.4568018843826738,0.5957473512086904,0.0
91,1.2209886453919492,1.4483344647490863,,
92,1.2163680347345642,1.446902858400808,,
93,1.209361676442421,1.4460296665580528,,
94,1.2058044510372614,1.4403817167559874,,
95,1.2159700716956188,1.4370395674288852,,
96,1.2036161766213886,1.441821629561267,,
97,1.2159614724627996,1.4430792887233994,,
98,1.2068681535074266,1.4375644123669966,,
99,1.2022532568139546,1.4369229923174218,,
100,1.2012908559734539,1.4378309550794584,0.5997354794599143,0.0
101,1.2077140383801217,1.432018356415832,,
102,1.2030089366233956,1.4370172347837282,,
103,1.2050177020541692,1.4310148757638284,,
104,1.1999569323103307,1.4314820349795148,,
105,1.2017381494328128,1.429692268371582,,
106,1.2026762295577487,1.430388605710372,,
107,1.1877379962953472,1.4241104507909237,,
108,1.1907564421831551,1.4211794404150213,,
109,1.200009440971633,1.4290556340541654,,
110,1.196452185259027,1.418500853973685,0.6036518895348837,0.0
111,1.189949146771835,1.4210865080935284,,
112,1.1898997335110681,1.420481106609974,,
113,1.1914488804542411,1.4172051994545947,,
114,1.1863831120022272,1.42315585520661,,
115,1.181750667297234,1.4151231397702857,,
116,1.1868241075742043,1.41875837613078,,
117,1.1933974047838631,1.4155296503918842,,
118,1.1824412467116017,1.410847666194138,,
119,1.1868207939600541,1.4154564211669478,,
120,1.1875067242121293,1.4088686322702946,0.6058745553473073,0.00019406171162429653
121,1.1832796880754375,1.4097184197416583,,
122,1.1838183019120814,1.4132188847921427,,
123,1.183961122722949,1.4085187067105933,,
124,1.173865267785929,1.415701191402176,,
125,1.1810665595329415,1.4136461355153798,,
126,1.172999082985571,1.4052108850293947,,
127,1.1791452593722587,1.415207546891518,,
128,1.1721122325476954,1.409249231653306,,
129,1.1782671758684062,1.4170589759511856,,
130,1.1738695532588634,1.4054962084131333,0.6083631760633414,0.0
131,1.1682198653786868,1.4002206950511746,,
132,1.1687037621514271,1.3989865073879946,,
133,1.1745712656085774,1.4000717424651952,,
134,1.16341230424784,1.3988859503014575,,
135,1.1712699623431189,1.400683419218341,,
136,1.1711214215068493,1.401629667837643,,
137,1.1768263053085843,1.3990302757152075,,
138,1.1698778564647092,1.395472877233931,,
139,1.1688905328007069,1.3971820421589232,,
140,1.169618224693557,1.3972531140429303,0.6104537609011628,0.0
141,1.170799214961165,1.395540353163932,,
142,1.1634980642189414,1.3977707855909773,,
143,1.1651832835148956,1.3997965368252356,,
144,1.1678120382761552,1.3866112035455056,,
145,1.1590394509040702,1.3924397241722033,,
146,1.1606784149751825,1.3919325569300975,,
147,1.1591299509598036,1.393516444465489,,
148,1.157419829045312,1.388521973369191,,
149,1.1542878110530013,1.3850042553781305,,
150,1.1545199357857139,1.3932627520514924,0.611274336367809,0.0
151,1.1590388043452118,1.386155366897583,,
152,1.1617771084025754,1.3865035031605693,,
153,1.1539089356438588,1.3861695215540024,,
154,1.1631112038078955,1.3839377118545828,,
155,1.1523538484411724,1.3842727663447556,,
156,1.153706449573323,1.3875084872384673,,
157,1.1528536182338909,1.3838213462274052,,
158,1.1605340909149686,1.3841835839077108,,
159,1.1556436490204374,1.3816748232517428,,
160,1.1552265296548099,1.3827669412187003,0.613995443505202,0.0
161,1.151945980928712,1.3833492357754014,,
162,1.1530560659149947,1.3807697978991906,,
163,1.1493875455048124,1.3811523532404484,,
164,1.1461429555537337,1.3758147110059424,,
165,1.1503618107003681,1.3790540533158386,,
166,1.149307057008905,1.3740633355761038,,
167,1.151341424149982,1.3789023855357494,,
168,1.1467417539176294,1.3793656374644307,,
169,1.1464631981768851,1.3793247903434975,,
170,1.1460698438903032,1.3765347432164312,0.6160908095547736,0.0
171,1.1513185986017778,1.3756426503357377,,
172,1.1394782712904072,1.3773801789700406,,
173,1.1526321011074518,1.37654891060394,,
174,1.1443442449731343,1.3726692361739075,,
175,1.143502116203308,1.376374746989278,,
176,1.1450101036136433,1.3762684516536379,,
177,1.145165639408564,1.3784278515473152,,
178,1.1430031707731343,1.3759570295370898,,
179,1.1444966631420588,1.37778899391878,,
180,1.1435315851437844,1.378239140927213,0.6158368076805385,0.0
181,1.1426880440469516,1.3740225949333709,,
182,1.1427479032742776,1.36406248402827,,
183,1.1414761482659033,1.3747513444678297,,
184,1.1355268450106604,1.3754259139588736,,
185,1.139247179031372,1.3730801112443498,,
186,1.1323725975165932,1.3705633496775211,,
187,1.135382512868461,1.3741017325410565,,
188,1.1330080274808205,1.3731108325199015,,
189,1.1408263606540228,1.3617810196089513,,
190,1.130367860955707,1.3686833682569486,0.6181138597766218,0.0
191,1.1363945027529183,1.365443693781362,,
192,1.1394168461783458,1.3609731579289852,,
193,1.138902536893295,1.3655377094028065,,
194,1.1306770332789018,1.3656231546864925,,
195,1.132100396237131,1.3593652051629372,,
196,1.1382117534087877,1.368432717415893,,
197,1.1364723888494201,1.359477081345123,,
198,1.1377260361687611,1.36501820573529,,
199,1.1344915628433228,1.3619152758885356,,
200,1.1344539290767606,1.3626031783020611,0.6201757573439413,0.00019406171162429653
201,1.1385877011185985,1.3648906251759205,,
202,1.1364734738560047,1.3622777415710745,,
203,1.1313086606688418,1.3622318043292148,,
204,1.1285688614441176,1.3629188410286766,,
205,1.1337186724452648,1.3602706298087408,,
206,1.1293190071138286,1.357513463612899,,
207,1.1282216229681241,1.363517020512553,,
208,1.130521404541145,1.3595527757718726,,
209,1.1276523662825761,1.3556827596090373,,
210,1.128227211661258,1.3596056896506004,0.6202911040774174,0.00019406171162429653
211,1.126243965100434,1.359406595091218,,
212,1.12503367561405,1.3604148950391604,,
213,1.1286515401581587,1.3567700235589037,,
214,1.1280385639707922,1.3612149398303726,,
215,1.124695846589945,1.3627885695800042,,
216,1.1243595612251152,1.3607165998625523,,
217,1.123139949168189,1.3558668546306276,,
218,1.124212412510888,1.3606500058498197,,
219,1.1327037629434618,1.3574283261900966,,
220,1.1239877292665386,1.3603130822042817,0.6209515089504284,0.0
221,1.1318359496229786,1.3584833735401192,,
222,1.125190761129735,1.3552929602780388,,
223,1.1246484396821361,1.3529886967927507,,
224,1.1113316042948578,1.357963042351806,,
225,1.1262209476050684,1.3630375352878015,,
226,1.1279324050677024,1.3611591811319,,
227,1.1273452993166648,1.3540323880112286,,
228,1.12290289442418,1.358556721974345,,
229,1.1169577634940713,1.3588502951038695,,
230,1.126289674791239,1.3559372251473585,0.6220219027310282,0.0
231,1.1225231077711462,1.355529564098247,,
232,1.1198571415270788,1.3547309995854941,,
233,1.1204369310605324,1.353082533021575,,
234,1.116191845829204,1.3533174783280753,,
235,1.1276913780277058,1.3525705777325676,,
236,1.119004595077644,1.35270240931835,,
237,1.1212871074676514,1.3489475597455665,,
238,1.119638624837843,1.35193871641622,,
239,1.1107102167808403,1.3523829874483126,,
240,1.1147612959651623,1.3498912656191484,0.6250860618115055,0.0
241,1.1243471068851019,1.3468049556306265,,
242,1.1174598649396734,1.3502888181834545,,
243,1.1163479776705725,1.347739315727382,,
244,1.1146905604055373,1.3538388175871765,,
245,1.118081155469862,1.3550058684302766,,
246,1.1128876229463998,1.3498270025531065,,
247,1.1236176591808513,1.3516279783063723,,
248,1.1138736332877208,1.3478696056940023,,
249,1.1166927834688607,1.3465315080383449,,
250,1.1172569545648865,1.3475625052035434,0.6258958795517136,0.0
251,1.1169359764810336,1.3511948053119252,,
252,1.118523933119693,1.3471173649852715,,
253,1.1174586081908922,1.3485220786437249,,
254,1.1176664627204507,1.3453025482233287,,
255,1.11497803865853,1.3419523551626114,,
256,1.1021608114242554,1.3433100205023312,,
257,1.1145206952499132,1.3465540536399025,,
258,1.110738340070692,1.3468992293459698,,
259,1.1105416649478976,1.341576410728751,,
260,1.1141201863854617,1.3428213943555518,0.6253878758032436,0.0
261,1.1169330851506378,1.338920579373258,,
262,1.1067028651803226,1.3450540153725634,,
263,1.1135789196370012,1.338838270566996,,
264,1.1127375889632662,1.3459472818282043,,
265,1.104387883412636,1.339649706210905,,
266,1.1077056981749454,1.3412091188060427,,
267,1.114910845029152,1.348431133529515,,
268,1.1078034073619518,1.3408995299663358,,
269,1.1113694643570204,1.340751705817806,,
270,1.1094948113974878,1.344657239404697,0.6263877467105263,0.0
271,1.1138135962567086,1.3420829483606282,,
272,1.1060851610313027,1.3422738047479426,,
273,1.102334687265299,1.3427735960599287,,
274,1.1073791111929943,1.3447883302725634,,
275,1.1076034751989075,1.3423391638450253,,
276,1.102847060914767,1.338873227823128,,
277,1.108495378898362,1.3398550482629572,,
278,1.1048265594547078,1.3419250168846648,,
279,1.1108631097664268,1.3404539233272514,,
280,1.1003911050699524,1.3422198770115676,0.6272107127830477,0.0
281,1.1080928192300312,1.3442858295533264,,
282,1.1054033485509582,1.3397106707674786,,
283,1.1100600594181125,1.339076870853461,,
284,1.100991529933477,1.3385860966247263,,
285,1.1028722868127339,1.3427993869318546,,
286,1.1006012205350197,1.3371875702756122,,
287,1.09888441885932,1.3388580257452807,,
288,1.1108579170905937,1.3382389487572086,,
289,1.1034998994762615,1.337007066578541,,
290,1.1075518878839783,1.337756521493486,0.6272645014152387,0.0
291,1.1035766682382357,1.334305294509073,,
292,1.107862927145877,1.3380833725327428,,
293,1.104528873653735,1.3363746231042066,,
294,1.1033347602617942,1.3348701983979605,,
295,1.1116991608829823,1.3370713273298394,,
296,1.1030675900184501,1.3391302592546037,,
297,1.1068916482440496,1.3323105307458674,,
298,1.1045314922171123,1.3419378197308882,,
299,1.097221576561362,1.3374610329137264,,
300,1.1021657939684593,1.346547756380248,0.6274163048883109,0.0
301,1.1019029556694677,1.3335584749295875,,
302,1.1032914327362837,1.3363675862840079,,
303,1.0996751199334354,1.3386311947720722,,
304,1.0999918105238575,1.3338646379489343,,
305,1.1012504484693884,1.3398264901151935,,
306,1.1037655220193379,1.3363627125915971,,
307,1.1047341742758023,1.3359517981705156,,
308,1.1015893564385884,1.3345966084489544,,
309,1.1018496085021456,1.3356336795010613,,
310,1.1003422595686831,1.3301811195114284,0.6289546597689718,0.0
311,1.0973512075715146,1.3337508185395917,,
312,1.100759880017426,1.3325642590383882,,
313,1.0968211869062003,1.3250351426670852,,
314,1.0937000654511533,1.3308730160148399,,
315,1.0977168446880277,1.3317366178753307,,
316,1.1042096129918502,1.3359380775285,,
317,1.095592648296033,1.3309430543658802,,
318,1.1013409343816467,1.3311059474945068,,
319,1.0994128514144381,1.3302860479910397,,
320,1.0966397766339577,1.3347330081810072,0.6295588854039168,0.0
321,1.0995779603214588,1.3307350654046513,,
322,1.092516844555483,1.3322228366888842,,
323,1.0964691618741569,1.3303964404226507,,
324,1.0998459124969224,1.3296596888199592,,
325,1.0909965482808777,1.3302592096976864,,
326,1.0938174360889499,1.3315568757288665,,
327,1.0987217749579479,1.3287368584605097,,
328,1.0913110728991233,1.3308962062724585,,
329,1.1011552588414337,1.3327442407608032,,
330,1.0945069991936118,1.3331258875652425,0.6294525034424725,0.0
331,1.0936884152687203,1.3288813482210473,,
332,1.093163447864985,1.32985086811399,,
333,1.0898887504965573,1.3271790025303665,,
334,1.1064702353235019,1.335278516834222,,
335,1.093722505084539,1.3288296426384194,,
336,1.0925459821345442,1.3296254236721299,,
337,1.093696070929705,1.3292041496165747,,
338,1.09212136672715,1.3286428845044478,,
339,1.092869085780645,1.3323406247259344,,
340,1.0897775302499026,1.3342384076812892,0.6297567080400857,0.0
341,1.0917460494122262,1.3338044141102763,,
342,1.093323081226672,1.3302207305593399,,
343,1.0897546582302804,1.329513064865927,,
344,1.0916162870698056,1.3287556900561435,,
345,1.0934319112260462,1.325891632478214,,
346,1.0869369688680617,1.329291374938002,,
347,1.0984769473641605,1.3291082879871998,,
348,1.0983157683227023,1.3314631471356142,,
349,1.0906197661060397,1.3282675812545333,,
350,1.092010447534464,1.3287650184723938,0.6311552124770502,0.0
351,1.0970692392122947,1.3299691225718526,,
352,1.0875589221210804,1.3275912710763875,,
353,1.0902630434197895,1.326589187372078,,
354,1.0917822647902926,1.3274123078411064,,
355,1.0919016397605508,1.326796505057696,,
356,1.0934720544491785,1.3281812378503743,,
357,1.086302567336519,1.330059465852756,,
358,1.09046632556592,1.3249814834409548,,
359,1.094571519706209,1.3265616153050395,,
360,1.0888597641961049,1.3261753158661926,0.6315502600979193,0.00019406171162429653
361,1.0855904575121604,1.3294612759525337,,
362,1.0923347735809068,1.3253067083729124,,
363,1.0843328783067607,1.3281365019603841,,
